transaction_id,user_id,amount,transaction_date,currency
TXN00132,166,2583.54,2025-01-08,EUR
TXN00133,165,1203.04,2025-04-08,EUR
TXN00134,142,3036.58,2025-02-24,EUR
TXN00135,136,4956.23,2025-05-01,EUR
TXN00136,136,2892.87,2025-02-01,EUR
TXN00137,189,3593.42,2025-02-12,EUR
TXN00138,158,1323.5,2025-06-23,EUR
TXN00139,199,2854.58,2025-04-05,EUR
TXN00140,128,4042.95,2025-03-10,EUR
TXN00141,174,3932.67,2025-03-04,EUR
TXN00142,177,1910.72,2025-06-03,EUR
TXN00143,128,2187.49,2025-06-30,EUR
TXN00144,111,129.22,2025-04-11,EUR
TXN00145,190,4592.29,2025-04-19,EUR
TXN00146,140,214.87,2025-05-08,EUR
TXN00147,177,1084.77,2025-04-17,EUR
TXN00148,192,693.3,2025-05-30,EUR
TXN00149,199,2385.29,2025-04-06,EUR
TXN00150,142,3271.73,2025-05-18,EUR
TXN00151,118,2520.03,2025-01-23,EUR
TXN00152,148,1663.6,2025-04-23,EUR
TXN00153,169,1365.06,2025-06-07,EUR
TXN00154,118,2255.24,2025-03-27,EUR
TXN00155,166,2431.47,2025-06-01,EUR
TXN00156,162,321.39,2025-04-09,EUR
TXN00157,109,2762.54,2025-01-18,EUR
TXN00158,108,641.1,2025-05-15,EUR
TXN00159,183,3540.77,2025-04-15,EUR
TXN00160,121,2045.96,2025-05-30,EUR
TXN00161,142,3433.6,2025-01-16,EUR
TXN00162,115,383.52,2025-05-17,EUR
TXN00163,128,649.59,2025-03-03,EUR
TXN00164,110,2349.75,2025-01-08,EUR
TXN00165,150,3376.45,2025-06-03,EUR
TXN00166,119,1560.0,2025-06-04,EUR
TXN00167,180,460.46,2025-03-01,EUR
TXN00168,174,3029.2,2025-03-24,EUR
TXN00169,171,1397.25,2025-03-01,EUR
TXN00170,142,3071.88,2025-01-11,EUR
TXN00171,116,2858.76,2025-02-02,EUR
TXN00172,163,2831.13,2025-01-28,EUR
TXN00173,162,2421.38,2025-04-12,EUR
TXN00174,147,2788.15,2025-04-25,EUR
TXN00175,142,2155.31,2025-03-24,EUR
TXN00176,162,2300.23,2025-01-31,EUR
TXN00177,131,143.02,2025-04-02,EUR
TXN00178,138,3108.67,2025-02-28,EUR
TXN00179,172,4394.93,2025-01-27,EUR
TXN00180,181,188.39,2025-05-18,EUR
TXN00181,145,4932.89,2025-04-21,EUR
TXN00182,121,2672.1,2025-02-19,EUR
TXN00183,181,3066.6,2025-02-04,EUR
TXN00184,114,1256.76,2025-05-29,EUR
TXN00185,111,4274.39,2025-04-06,EUR
TXN00186,153,2969.25,2025-06-01,EUR
TXN00187,145,4078.1,2025-01-07,EUR
TXN00188,151,1235.99,2025-03-24,EUR
TXN00189,116,3295.2,2025-04-09,EUR
TXN00190,182,4397.88,2025-06-19,EUR
TXN00191,162,1755.04,2025-05-19,EUR
TXN00192,146,495.12,2025-05-29,EUR
TXN00193,101,938.03,2025-01-13,EUR
TXN00194,110,4756.38,2025-06-10,EUR
TXN00195,184,1068.88,2025-05-29,EUR
TXN00196,159,1291.66,2025-05-09,EUR
TXN00197,195,4232.31,2025-03-29,EUR
TXN00198,166,4663.14,2025-03-28,EUR
TXN00199,115,3458.16,2025-01-29,EUR
TXN00200,194,1065.45,2025-01-13,EUR
TXN00201,172,3795.81,2025-02-19,EUR
TXN00202,129,594.49,2025-05-07,EUR
TXN00203,179,2342.38,2025-06-04,EUR
TXN00204,108,3873.7,2025-03-20,EUR
TXN00205,189,118.38,2025-01-02,EUR
TXN00206,125,3037.44,2025-06-23,EUR
TXN00207,120,4651.6,2025-06-25,EUR
TXN00208,121,3592.2,2025-03-09,EUR
TXN00209,147,829.79,2025-02-09,EUR
TXN00210,161,140.18,2025-03-04,EUR
TXN00211,104,676.36,2025-01-13,EUR
TXN00212,170,3667.9,2025-02-17,EUR
TXN00213,114,2553.25,2025-06-13,EUR
TXN00214,197,1484.11,2025-06-07,EUR
TXN00215,179,1468.48,2025-01-09,EUR
TXN00216,160,3578.03,2025-03-08,EUR
TXN00217,133,2717.79,2025-05-16,EUR
TXN00218,126,3520.23,2025-01-10,EUR
TXN00219,129,4278.64,2025-06-08,EUR
TXN00220,153,2249.24,2025-01-18,EUR
TXN00221,200,1554.45,2025-06-18,EUR
TXN00222,103,1801.8,2025-03-22,EUR
TXN00223,198,2629.86,2025-04-14,EUR
TXN00224,199,2777.59,2025-06-26,EUR
TXN00225,110,418.93,2025-06-05,EUR
TXN00226,197,78.4,2025-05-03,EUR
TXN00227,147,3414.63,2025-03-06,EUR
TXN00228,167,242.35,2025-03-24,EUR
TXN00229,153,3614.07,2025-03-26,EUR
TXN00230,193,2969.7,2025-04-17,EUR
TXN00231,143,4093.07,2025-02-01,EUR
TXN00232,115,1846.49,2025-03-03,EUR
TXN00233,151,1224.01,2025-02-26,EUR
TXN00234,171,2699.94,2025-05-15,EUR
TXN00235,102,454.9,2025-06-30,EUR
TXN00236,195,4764.41,2025-01-19,EUR
TXN00237,185,308.71,2025-01-16,EUR
TXN00238,146,4540.12,2025-02-04,EUR
TXN00239,177,1412.21,2025-02-22,EUR
TXN00240,163,4361.61,2025-06-02,EUR
TXN00241,110,445.52,2025-04-04,EUR
TXN00242,167,447.0,2025-06-05,EUR
TXN00243,168,710.57,2025-03-31,EUR
TXN00244,133,1710.61,2025-05-26,EUR
TXN00245,195,1807.88,2025-04-15,EUR
TXN00246,196,3853.82,2025-02-11,EUR
TXN00247,200,1408.09,2025-02-02,EUR
TXN00248,104,2941.51,2025-03-26,EUR
TXN00249,164,3168.68,2025-03-13,EUR
TXN00250,130,3293.13,2025-04-09,EUR
TXN00251,190,3414.22,2025-05-12,EUR
TXN00252,151,308.94,2025-01-06,EUR
TXN00253,174,3478.15,2025-01-05,EUR
TXN00254,156,3581.76,2025-06-28,EUR
TXN00255,192,3208.71,2025-06-24,EUR
TXN00256,151,4637.02,2025-06-19,EUR
TXN00257,155,3273.03,2025-04-30,EUR
TXN00258,122,1753.85,2025-05-02,EUR
TXN00259,198,3760.51,2025-04-01,EUR
TXN00260,139,3589.49,2025-02-17,EUR
TXN00261,142,1552.02,2025-02-15,EUR
TXN00262,192,4584.05,2025-03-04,EUR
TXN00263,194,3178.55,2025-03-14,EUR
TXN00264,154,3788.5,2025-03-05,EUR
TXN00265,168,452.2,2025-05-27,EUR
TXN00266,156,4247.04,2025-03-31,EUR
TXN00267,106,43.59,2025-06-27,EUR
TXN00268,167,3256.6,2025-04-01,EUR
TXN00269,145,1741.28,2025-05-25,EUR
TXN00270,151,1472.92,2025-01-17,EUR
TXN00271,186,4876.58,2025-02-13,EUR
TXN00272,148,658.23,2025-05-18,EUR
TXN00273,145,4795.69,2025-03-18,EUR
TXN00274,134,4806.45,2025-06-20,EUR
TXN00275,196,320.22,2025-05-14,EUR
TXN00276,140,4294.54,2025-02-12,EUR
TXN00277,180,787.0,2025-05-13,EUR
TXN00278,164,4428.97,2025-04-11,EUR
TXN00279,169,3632.56,2025-01-16,EUR
TXN00280,148,4448.13,2025-03-26,EUR
TXN00281,159,4014.6,2025-01-29,EUR
TXN00282,150,3446.27,2025-04-24,EUR
TXN00283,153,1344.72,2025-04-04,EUR
TXN00284,195,2481.51,2025-02-10,EUR
TXN00285,187,438.31,2025-03-05,EUR
TXN00286,121,2327.26,2025-04-20,EUR
TXN00287,196,1852.15,2025-01-11,EUR
TXN00288,188,207.44,2025-01-06,EUR
TXN00289,103,4126.94,2025-03-03,EUR
TXN00290,125,1421.83,2025-01-24,EUR
TXN00291,176,4032.3,2025-04-17,EUR
TXN00292,184,3541.5,2025-03-19,EUR
TXN00293,120,3156.15,2025-06-10,EUR
TXN00294,114,3784.11,2025-05-17,EUR
TXN00295,126,2037.76,2025-06-24,EUR
TXN00296,108,4909.39,2025-02-05,EUR
TXN00297,180,763.8,2025-06-23,EUR
TXN00298,115,3345.85,2025-03-16,EUR
TXN00299,130,2441.58,2025-04-29,EUR
TXN00300,153,776.66,2025-04-12,EUR
TXN00301,158,1083.52,2025-02-21,EUR
TXN00302,200,368.15,2025-06-12,EUR
TXN00303,101,1889.37,2025-03-25,EUR
TXN00304,186,2105.77,2025-02-12,EUR
TXN00305,157,1143.58,2025-02-01,EUR
TXN00306,104,3200.03,2025-01-21,EUR
TXN00307,172,1823.86,2025-06-08,EUR
TXN00308,170,3688.91,2025-06-26,EUR
TXN00309,156,3847.83,2025-06-25,EUR
TXN00310,130,4740.71,2025-03-03,EUR
TXN00311,197,4300.15,2025-05-01,EUR
TXN00312,139,3809.63,2025-01-04,EUR
TXN00313,122,2113.25,2025-03-04,EUR
TXN00314,165,3024.34,2025-04-18,EUR
TXN00315,152,2754.84,2025-02-24,EUR
TXN00316,191,1179.32,2025-06-07,EUR
TXN00317,187,4552.96,2025-03-18,EUR
TXN00318,151,141.65,2025-05-31,EUR
TXN00319,118,158.57,2025-03-19,EUR
TXN00320,103,1529.14,2025-04-27,EUR
TXN00321,156,1044.26,2025-05-31,EUR
TXN00322,103,2816.6,2025-05-26,EUR
TXN00323,155,4661.08,2025-02-16,EUR
TXN00324,121,4571.41,2025-05-24,EUR
TXN00325,185,4731.33,2025-02-08,EUR
TXN00326,174,3084.55,2025-05-29,EUR
TXN00327,122,1930.62,2025-02-11,EUR
TXN00328,154,3093.62,2025-02-26,EUR
TXN00329,143,2700.42,2025-05-15,EUR
TXN00330,169,2838.09,2025-04-10,EUR
TXN00331,121,3471.15,2025-05-04,EUR
TXN00332,183,658.09,2025-03-14,EUR
TXN00333,147,4645.32,2025-05-09,EUR
TXN00334,110,4314.6,2025-05-04,EUR
TXN00335,132,4561.49,2025-06-14,EUR
TXN00336,172,2145.49,2025-06-30,EUR
TXN00337,133,4254.12,2025-05-28,EUR
TXN00338,159,4739.6,2025-01-17,EUR
TXN00339,192,3545.13,2025-06-15,EUR
TXN00340,181,1734.06,2025-04-08,EUR
TXN00341,113,2082.13,2025-03-17,EUR
TXN00342,150,2011.36,2025-03-31,EUR
TXN00343,106,3865.69,2025-06-22,EUR
TXN00344,141,217.71,2025-05-09,EUR
TXN00345,113,807.35,2025-02-28,EUR
TXN00346,112,4369.78,2025-05-19,EUR
TXN00347,131,1816.23,2025-04-27,EUR
TXN00348,192,2305.36,2025-06-13,EUR
TXN00349,117,4552.13,2025-06-18,EUR
TXN00350,119,3395.14,2025-02-01,EUR
TXN00351,143,1465.35,2025-01-12,EUR
TXN00352,148,4974.86,2025-04-24,EUR
TXN00353,141,1731.75,2025-01-20,EUR
TXN00354,195,3689.06,2025-02-20,EUR
TXN00355,108,3022.65,2025-05-29,EUR
TXN00356,108,1655.95,2025-06-16,EUR
TXN00357,200,2284.32,2025-05-23,EUR
TXN00358,164,3737.82,2025-01-04,EUR
TXN00359,151,1837.85,2025-06-11,EUR
TXN00360,189,3004.53,2025-04-27,EUR
TXN00361,172,747.54,2025-05-30,EUR
TXN00362,120,3676.0,2025-02-18,EUR
TXN00363,154,3461.59,2025-02-20,EUR
TXN00364,134,4236.92,2025-04-02,EUR
TXN00365,146,547.16,2025-04-27,EUR
TXN00366,141,4081.84,2025-01-01,EUR
TXN00367,145,70.48,2025-04-08,EUR
TXN00368,145,813.15,2025-05-19,EUR
TXN00369,169,1609.78,2025-03-01,EUR
TXN00370,126,4565.56,2025-02-17,EUR
TXN00371,151,1965.04,2025-02-01,EUR
TXN00372,178,2646.76,2025-05-29,EUR
TXN00373,194,4371.85,2025-06-20,EUR
TXN00374,105,2994.59,2025-01-04,EUR
TXN00375,142,1784.41,2025-04-30,EUR
TXN00376,109,1513.39,2025-05-27,EUR
TXN00377,111,1896.35,2025-06-20,EUR
TXN00378,192,45.53,2025-05-21,EUR
TXN00379,200,28.15,2025-04-12,EUR
TXN00380,196,2943.04,2025-04-02,EUR
TXN00381,192,4590.74,2025-03-10,EUR
TXN00382,128,1042.19,2025-01-17,EUR
TXN00383,101,1266.6,2025-04-12,EUR
TXN00384,200,1027.25,2025-02-20,EUR
TXN00385,143,1608.11,2025-04-11,EUR
TXN00386,195,2447.47,2025-03-03,EUR
TXN00387,155,264.12,2025-03-13,EUR
TXN00388,131,1946.85,2025-03-16,EUR
TXN00389,109,4290.41,2025-04-14,EUR
TXN00390,106,1165.66,2025-02-20,EUR
TXN00391,101,715.16,2025-06-13,EUR
TXN00392,140,4356.71,2025-06-15,EUR
TXN00393,184,1680.62,2025-01-12,EUR
TXN00394,134,274.56,2025-04-09,EUR
TXN00395,155,948.18,2025-02-06,EUR
TXN00396,112,4393.39,2025-02-03,EUR
TXN00397,172,3566.57,2025-04-13,EUR
TXN00398,176,921.09,2025-06-29,EUR
TXN00399,132,1899.98,2025-03-18,EUR
TXN00400,127,4002.97,2025-04-09,EUR
TXN00401,140,1288.41,2025-01-27,EUR
TXN00402,126,3511.2,2025-02-15,EUR
TXN00403,194,318.25,2025-04-13,EUR
TXN00404,127,4228.26,2025-03-28,EUR
TXN00405,104,2828.62,2025-03-23,EUR
TXN00406,193,783.17,2025-03-21,EUR
TXN00407,180,3974.18,2025-04-20,EUR
TXN00408,120,592.54,2025-05-20,EUR
TXN00409,144,643.5,2025-05-27,EUR
TXN00410,126,2731.35,2025-06-23,EUR
TXN00411,109,4479.81,2025-05-12,EUR
TXN00412,160,4076.05,2025-02-06,EUR
TXN00413,130,2478.6,2025-06-17,EUR
TXN00414,187,87.61,2025-05-22,EUR
TXN00415,150,1865.86,2025-01-05,EUR
TXN00416,187,4511.81,2025-06-09,EUR
TXN00417,131,1950.36,2025-02-01,EUR
TXN00418,128,1015.87,2025-06-09,EUR
TXN00419,142,4247.29,2025-03-26,EUR
TXN00420,103,4836.99,2025-02-18,EUR
TXN00421,193,3718.82,2025-03-06,EUR
TXN00422,127,2325.03,2025-02-14,EUR
TXN00423,109,3753.11,2025-02-26,EUR
TXN00424,197,2728.0,2025-02-05,EUR
TXN00425,196,3168.61,2025-03-16,EUR
TXN00426,123,2241.36,2025-03-27,EUR
TXN00427,175,554.97,2025-05-01,EUR
TXN00428,129,4697.49,2025-05-18,EUR
TXN00429,157,2522.28,2025-05-25,EUR
TXN00430,150,3850.0,2025-03-15,EUR
TXN00431,199,3942.53,2025-05-29,EUR
TXN00432,192,2589.8,2025-04-01,EUR
TXN00433,116,1379.38,2025-05-07,EUR
TXN00434,121,2140.08,2025-06-04,EUR
TXN00435,169,1512.82,2025-04-09,EUR
TXN00436,177,4452.43,2025-06-27,EUR
TXN00437,113,3940.77,2025-05-31,EUR
TXN00438,120,3050.5,2025-05-05,EUR
TXN00439,166,95.19,2025-03-13,EUR
TXN00440,122,3007.04,2025-01-29,EUR
TXN00441,179,458.12,2025-06-07,EUR
TXN00442,200,3307.16,2025-01-13,EUR
TXN00443,133,4502.48,2025-04-03,EUR
TXN00444,165,46.3,2025-01-10,EUR
TXN00445,189,3868.07,2025-05-06,EUR
TXN00446,140,1936.37,2025-03-26,EUR
TXN00447,115,3932.97,2025-01-08,EUR
TXN00448,167,142.08,2025-01-22,EUR
TXN00449,168,968.79,2025-04-05,EUR
TXN00450,171,4673.63,2025-05-17,EUR
TXN00451,176,4379.57,2025-05-28,EUR
TXN00452,110,2546.55,2025-04-12,EUR
TXN00453,184,1838.98,2025-05-24,EUR
TXN00454,157,1108.71,2025-04-27,EUR
TXN00455,183,4303.64,2025-01-25,EUR
TXN00456,127,3833.76,2025-02-08,EUR
TXN00457,127,1001.05,2025-03-14,EUR
TXN00458,135,4076.63,2025-05-06,EUR
TXN00459,196,3911.85,2025-03-20,EUR
TXN00460,157,285.1,2025-03-06,EUR
TXN00461,193,1692.08,2025-03-03,EUR
TXN00462,195,2109.62,2025-03-27,EUR
TXN00463,120,631.54,2025-03-21,EUR
TXN00464,119,296.77,2025-02-07,EUR
TXN00465,178,2712.67,2025-04-01,EUR
TXN00466,169,4196.44,2025-02-15,EUR
TXN00467,142,677.37,2025-02-06,EUR
TXN00468,128,1707.57,2025-05-17,EUR
TXN00469,182,3582.91,2025-04-18,EUR
TXN00470,142,4525.08,2025-06-26,EUR
TXN00471,109,1155.69,2025-01-15,EUR
TXN00472,136,540.46,2025-06-24,EUR
TXN00473,121,1641.39,2025-02-02,EUR
TXN00474,127,4034.69,2025-01-21,EUR
TXN00475,169,1503.65,2025-02-26,EUR
TXN00476,146,1558.91,2025-03-28,EUR
TXN00477,113,2604.33,2025-03-02,EUR
TXN00478,118,557.95,2025-06-21,EUR
TXN00479,189,2555.62,2025-05-06,EUR
TXN00480,187,4222.26,2025-03-17,EUR
TXN00481,127,204.66,2025-02-27,EUR
TXN00482,119,1754.96,2025-02-02,EUR
TXN00483,178,4804.51,2025-03-14,EUR
TXN00484,145,4335.1,2025-02-23,EUR
TXN00485,176,3454.41,2025-04-14,EUR
TXN00486,196,2772.89,2025-01-19,EUR
TXN00487,140,733.28,2025-03-25,EUR
TXN00488,124,2501.3,2025-04-01,EUR
TXN00489,136,3118.56,2025-03-31,EUR
TXN00490,188,2470.64,2025-03-29,EUR
TXN00491,128,1111.24,2025-05-01,EUR
TXN00492,199,2450.88,2025-03-06,EUR
TXN00493,162,1845.11,2025-04-13,EUR
TXN00494,108,267.07,2025-03-09,EUR
TXN00495,121,1860.65,2025-04-21,EUR
TXN00496,107,1764.68,2025-04-30,EUR
TXN00497,184,2738.47,2025-02-23,EUR
TXN00498,150,2238.21,2025-06-30,EUR
TXN00499,171,2796.91,2025-03-20,EUR
TXN00500,200,2606.08,2025-01-27,EUR
TXN00501,142,2499.31,2025-04-25,EUR
TXN00502,163,4161.41,2025-03-21,EUR
TXN00503,157,3362.83,2025-04-19,EUR
TXN00504,140,1162.26,2025-01-29,EUR
TXN00505,123,150.47,2025-05-31,EUR
TXN00506,165,1612.15,2025-05-28,EUR
TXN00507,128,461.02,2025-05-22,EUR
TXN00508,148,310.11,2025-01-02,EUR
TXN00509,186,796.32,2025-05-30,EUR
TXN00510,105,3792.09,2025-03-13,EUR
TXN00511,182,4649.57,2025-04-07,EUR
TXN00512,164,4582.96,2025-03-20,EUR
TXN00513,154,3820.83,2025-06-03,EUR
TXN00514,156,2940.79,2025-06-27,EUR
TXN00515,114,521.99,2025-02-06,EUR
TXN00516,126,3077.79,2025-01-24,EUR
TXN00517,128,340.6,2025-02-26,EUR
TXN00518,194,2482.29,2025-03-26,EUR
TXN00519,151,1701.41,2025-02-15,EUR
TXN00520,182,30.65,2025-05-29,EUR
TXN00521,150,2680.38,2025-05-04,EUR
TXN00522,177,1674.44,2025-01-16,EUR
TXN00523,156,4890.08,2025-06-10,EUR
TXN00524,149,131.57,2025-06-22,EUR
TXN00525,104,1057.34,2025-06-15,EUR
TXN00526,185,77.1,2025-03-31,EUR
TXN00527,140,1780.53,2025-01-19,EUR
TXN00528,199,1082.87,2025-01-18,EUR
TXN00529,185,815.45,2025-04-28,EUR
TXN00530,143,4047.87,2025-05-27,EUR
TXN00531,177,2793.0,2025-01-10,EUR
TXN00532,170,3348.02,2025-05-18,EUR
TXN00533,115,2298.13,2025-03-28,EUR
TXN00534,174,683.66,2025-01-30,EUR
TXN00535,165,1023.24,2025-02-04,EUR
TXN00536,164,2726.82,2025-06-18,EUR
TXN00537,160,3376.32,2025-01-07,EUR
TXN00538,159,1355.77,2025-03-16,EUR
TXN00539,156,2589.16,2025-01-06,EUR
TXN00540,161,2523.05,2025-01-15,EUR
TXN00541,107,946.73,2025-05-24,EUR
TXN00542,179,1477.59,2025-04-17,EUR
TXN00543,158,1255.32,2025-05-11,EUR
TXN00544,105,2326.01,2025-01-05,EUR
TXN00545,169,2071.92,2025-05-28,EUR
TXN00546,110,1485.71,2025-03-18,EUR
TXN00547,160,4855.3,2025-05-06,EUR
TXN00548,149,4072.36,2025-06-13,EUR
TXN00549,178,4654.16,2025-06-20,EUR
TXN00550,154,3254.83,2025-06-21,EUR
TXN00551,173,1846.75,2025-02-13,EUR
TXN00552,132,791.79,2025-04-05,EUR
TXN00553,193,2656.75,2025-03-21,EUR
TXN00554,158,898.71,2025-02-08,EUR
TXN00555,124,3930.11,2025-05-29,EUR
TXN00556,166,1481.34,2025-01-31,EUR
TXN00557,154,1936.97,2025-06-14,EUR
TXN00558,161,1384.48,2025-06-22,EUR
TXN00559,189,4495.0,2025-04-12,EUR
TXN00560,168,2750.82,2025-02-01,EUR
TXN00561,135,2010.56,2025-02-28,EUR
TXN00562,118,2318.29,2025-01-28,EUR
TXN00563,179,253.24,2025-01-22,EUR
TXN00564,143,2919.29,2025-04-01,EUR
TXN00565,190,2950.51,2025-01-03,EUR
TXN00566,170,226.35,2025-05-25,EUR
TXN00567,107,2716.56,2025-04-30,EUR
TXN00568,103,2898.41,2025-02-16,EUR
TXN00569,165,483.2,2025-03-08,EUR
TXN00570,137,4813.29,2025-05-11,EUR
TXN00571,152,4926.24,2025-06-15,EUR
TXN00572,131,1515.04,2025-04-02,EUR
TXN00573,181,665.66,2025-02-22,EUR
TXN00574,118,2336.79,2025-04-13,EUR
TXN00575,119,2653.98,2025-06-22,EUR
TXN00576,192,1008.26,2025-06-18,EUR
TXN00577,168,368.53,2025-06-30,EUR
TXN00578,115,4695.79,2025-01-20,EUR
TXN00579,150,2376.78,2025-03-31,EUR
TXN00580,143,1525.14,2025-06-11,EUR
TXN00581,159,3391.54,2025-02-07,EUR
TXN00582,189,2319.06,2025-04-12,EUR
TXN00583,178,759.48,2025-01-04,EUR
TXN00584,120,2997.7,2025-01-13,EUR
TXN00585,112,3673.64,2025-01-15,EUR
TXN00586,125,3304.72,2025-04-05,EUR
